20220924071539,13,48
20220924071541,13,49
20220924071545,13,48
20220924071553,13,49
20220924071607,13,48
20220924071609,13,49
20220924071627,13,48
20220924071637,13,49
20220924071639,13,48
20220924071651,13,49
20220924071653,13,48
20220924071704,13,49
20220924071857,13,48
20220924071859,13,49
20220924071919,13,48
20220924071956,14,48
20220924071958,13,48
20220924072002,13,47
20220924072006,13,48
20220924072010,14,47
20220924072012,14,48
20220924072014,13,48
20220924072024,14,48
20220924072026,13,48
20220924072032,14,48
20220924072034,13,48
20220924072044,14,48
20220924072046,13,48
20220924072048,13,47
20220924072051,14,48
20220924072053,13,48
20220924072055,14,47
20220924072057,13,48
20220924072059,14,48
20220924072101,14,49
20220924072103,13,48
20220924072105,13,47
20220924072107,13,48
20220924072113,14,48
20220924072115,14,47
20220924072117,13,48
20220924072119,14,47
20220924072121,13,48
20220924072127,14,47
20220924072129,14,48
20220924072131,14,47
20220924072133,13,48
20220924072135,13,47
20220924072137,13,48
20220924072141,14,48
20220924072143,13,48
20220924072145,14,48
20220924072147,14,47
20220924072149,14,48
20220924072155,14,47
20220924072157,14,48
20220924072203,13,48
20220924072207,14,48
20220924072210,13,47
20220924072212,13,48
20220924072214,14,47
20220924072216,14,48
20220924072220,14,47
20220924072226,13,48
20220924072230,14,48
20220924072232,13,47
20220924072234,14,47
20220924072246,14,46
20220924072250,14,47
20220924072252,14,46
20220924072256,14,47
20220924072300,13,47
20220924072302,14,46
20220924072308,14,47
20220924072310,14,46
20220924072312,14,47
20220924072314,14,46
20220924072318,14,47
20220924072320,13,47
20220924072322,14,46
20220924072327,14,47
20220924072329,14,46
20220924072333,13,47
20220924072335,14,46
20220924072341,14,47
20220924072343,13,46
20220924072345,14,46
20220924072347,14,47
20220924072349,14,46
20220924072353,14,47
20220924072355,13,46
20220924072359,14,46
20220924072403,14,45
20220924072407,14,46
20220924072409,14,45
20220924072417,14,46
20220924072421,14,45
20220924072423,14,46
20220924072425,14,45
20220924072427,14,46
20220924072429,13,46
20220924072431,14,45
20220924072433,14,46
20220924072435,14,45
20220924072437,14,46
20220924072446,14,45
20220924072448,14,46
20220924072500,14,45
20220924072502,14,46
20220924072512,13,47
20220924072514,14,45
20220924072518,14,46
20220924072522,14,47
20220924072524,14,46
20220924072530,14,47
20220924072532,14,46
20220924072540,14,45
20220924072542,14,46
20220924072544,14,47
20220924072546,14,46
20220924072548,14,45
20220924072550,14,46
20220924072554,14,45
20220924072556,14,46
20220924072558,14,45
20220924072611,14,44
20220924072613,14,45
20220924072621,14,44
20220924072623,14,45
20220924072635,13,45
20220924072637,14,45
20220924072643,14,46
20220924072647,14,45
20220924072651,14,43
20220924072653,14,45
20220924072655,14,44
20220924072659,14,45
20220924072701,14,44
20220924072705,14,43
20220924072707,14,44
20220924072709,14,45
20220924072732,14,43
20220924072736,14,45
20220924072800,14,44
20220924072802,14,45
20220924072806,14,44
20220924072808,14,45
20220924072810,14,40
20220924072812,14,37
20220924072814,14,38
20220924072820,14,37
20220924072822,14,38
20220924072826,14,37
20220924072828,14,39
20220924072830,14,37
20220924072834,14,38
20220924072836,14,37
20220924072840,14,36
20220924072845,14,37
20220924072851,14,38
20220924072857,14,36
20220924072901,14,38
20220924072903,14,36
20220924072905,14,38
20220924072907,14,37
20220924072909,14,38
20220924072921,14,37
20220924072923,14,38
20220924072925,14,37
20220924072927,14,38
20220924072929,14,39
20220924072931,14,40
20220924072933,14,39
20220924072935,14,37
20220924072937,14,40
20220924072939,14,37
20220924072941,14,40
20220924072943,14,38
20220924072945,14,40
20220924072947,14,39
20220924072949,14,40
20220924072951,14,41
20220924072953,14,40
20220924072957,14,39
20220924072959,14,40
20220924073006,14,41
20220924073010,14,40
20220924073012,14,41
20220924073020,14,43
20220924073022,14,41
20220924073026,14,42
20220924073028,14,41
20220924073030,14,42
20220924073032,14,39
20220924073034,14,42
20220924073036,14,43
20220924073040,14,44
20220924073042,14,42
20220924073044,14,43
20220924073046,14,42
20220924073050,14,43
20220924073052,14,41
20220924073054,14,42
20220924073056,14,43
20220924073104,14,41
20220924073106,14,43
20220924073108,14,41
20220924073110,14,42
20220924073112,14,40
20220924073114,14,39
20220924073123,14,40
20220924073125,14,39
20220924073129,14,40
20220924073133,14,41
20220924073135,14,40
20220924073139,14,41
20220924073143,14,40
20220924073145,14,39
20220924073147,14,41
20220924073149,14,43
20220924073153,14,42
20220924073155,14,41
20220924073157,14,40
20220924073201,14,42
20220924073203,14,43
20220924073205,14,44
20220924073207,14,42
20220924073213,14,43
20220924073215,14,41
20220924073217,14,42
20220924073219,14,41
20220924073221,14,42
20220924073225,14,43
20220924073227,14,42
20220924073229,14,44
20220924073233,14,43
20220924073235,14,44
20220924073237,14,43
20220924073239,14,44
20220924073242,14,45
20220924073244,14,42
20220924073246,14,45
20220924073248,14,43
20220924073250,14,41
20220924073252,14,42
20220924073254,14,44
20220924073256,14,41
20220924073258,14,44
20220924073300,14,41
20220924073302,14,40
20220924073304,14,41
20220924073306,14,40
20220924073308,14,42
20220924073310,14,41
20220924073312,14,42
20220924073316,14,43
20220924073318,14,40
20220924073320,14,42
20220924073322,14,41
20220924073324,14,40
20220924073326,14,42
20220924073328,14,40
20220924073330,14,37
20220924073332,14,38
20220924073334,14,37
20220924073336,14,39
20220924073340,14,38
20220924073342,14,39
20220924073344,14,40
20220924073348,14,38
20220924073350,14,39
20220924073354,14,38
20220924073401,14,39
20220924073403,14,40
20220924073405,14,39
20220924073409,14,38
20220924073413,14,39
20220924073425,14,40
20220924073427,14,41
20220924073429,14,39
20220924073431,14,38
20220924073437,14,39
20220924073439,14,38
20220924073441,14,39
20220924073443,14,40
20220924073445,14,37
20220924073447,14,38
20220924073449,15,38
20220924073451,14,39
20220924073455,14,38
20220924073457,14,39
20220924073459,14,40
20220924073501,14,38
20220924073505,14,39
20220924073507,14,40
20220924073509,14,39
20220924073513,14,42
20220924073515,14,38
20220924073520,14,39
20220924073526,14,40
20220924073530,14,41
20220924073532,14,38
